trail,badlands,beach,boardwalk,botanical_garden,bridge,canal/natural,cemetery,cliff,coast,creek,dam,desert/sand,desert_road,driveway,farm,field,field_road,forest,forest_path,golf_course,highway,hot_spring,islet,japanese_garden,lagoon,lake/natural,lawn,marsh,mountain,mountain_path,ocean,orchard,picnic_area,pond,river,sky,swamp,swimming_hole,trench,valley,vineyard,waterfall,watering_hole,young_forest,elevation,length,cluster
Mount Esther Trail,0,0,0.059716024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225154686,0.098272844,0,0,0,0,0,0,0,0,0,0,0.035427481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027806748,0.011320755,2
Mount Haystack Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329901191,0.598771575,0,0,0,0,0,0,0,0,0,0.774146578,0,0,0,0,0.073490312,0.039622642,0
Mount Haystack Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001084411,0,0,0,0,0,0,0,0,0,0,0,0,0.348526875,0.221405333,0,0,0,0,0,0,0,0,0,0.4033345,0,0,0,0,0.056186377,0.0375,0
Mount Hope Cemetery Trail,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568560163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002644065,0.005660377,2
Mount Hope Reservoir Rim Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035132561,0,0,0,0,0,0,0,0.083336078,0.090121359,0,0,0.011873586,0,0,0,0,0,0.047963316,0.001777399,0.003066038,2
Mount Jo Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070386938,0.052722557,0,0,0,0,0,0,0,0,0,0.271170974,0.209993536,0,0,0,0,0,0,0,0,0,0.267473314,0,0,0,0,0.01016496,0.004245283,0
Mount Marcy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075340427,0.149570655,0,0,0,0,0,0,0,0,0,0.181622471,0,0,0,0,0.052279037,0.035377358,0
Mount Marcy from Johns Brook Lodge,0.008692542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076936362,0.137113248,0,0,0,0,0,0,0,0,0,0.2234945,0,0,0,0,0.058448522,0.039150943,0
Mount Marcy from Upper Works Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052183515,0.065065435,0,0,0,0,0,0,0,0,0,0.143336637,0,0,0,0.055672572,0.057244003,0.043632075,2
Mount Marcy via Van Hoevenberg Trail,0,0,0,0,0,0,0,0.00644649,0,0.245707729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109822982,0,0,0,0,0,0.047876004,0,0,0,0,0.099359146,0,0,0,0,0.051603332,0.033254717,2
Mount Marshall to Iroquois Peak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216157587,0,0,0,0.230331061,0,0,0.056439311,0,0,0,0,0,1,0,0,0,0,0.182041828,0,0,0,0,0.076428162,0.044575472,3
Mount Marshall via the Calamity Brook Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048260184,0,0.020221527,0,0,0,0,0,0.040814961,0.065908444,0,0.018450638,0,0,0,0,0,0,0,0.042451929,0.031367925,2
Mount Redfield and Cliff Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090856048,0,0,0,0,0,0,0,0,0,0,0.225978507,0,0,0,0,0,0,0,0,0,0,0.270587147,0,0,0,0.157134881,0.067614613,0.042216981,0
Mount Rutsen Loop,0,0,0,0,0.045882213,0,0,0,0,0,0,0,0,0,0,0.085228112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309949807,0,0,0,0,0.00274689,0.004716981,0
Mount Skylight  Mount Marcy  and Gray Peak Loop Trail,0.023347448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054256283,0.026486931,0,0,0,0,0,0,0,0,0,0.176536814,0,0,0,0,0.074445114,0.041509434,2
Mount Skylight Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099797717,0.419285646,0,0,0,0,0,0,0,0,0,0.932475148,0,0,0,0,0.110257503,0.044103774,0
Mount Tremper Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27604774,0,0,0,0,0,0,0,0,0,0,0.071141581,0,0,0,0,0,0,0,0,0,0,0.149813247,0,0,0,0,0.029775108,0.013915094,2
Mount Tuscarora Trail,0,0,0,0.100895248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695303055,0.235177794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031082451,0.022169811,4
Mount Utsayantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087495398,0,0.061115717,0,0,0,0,0,0,0,0,0,0,0.107097774,0.212405127,0,0,0,0,0,0,0,0,0,0.590538897,0,0,0,0,0.009871175,0.004716981,0
Mountain Lakes Park Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058580309,0,0.020104409,0,0,0,0,0,0.098449631,0.095027204,0,0,0,0,0,0,0,0,0,0.006551405,0.009198113,2
Mountain Laurel Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32249058,0.347562311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204610441,0,0,0,0,0,0.002306212,0.005424528,4
Mt. Van Hoevenberg East Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125641638,0.07914633,0,0,0,0,0,0,0,0,0,0.182412969,0,0,0,0,0.013925408,0.008490566,0
Mud Pond Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260747467,0,0,0,0,0,0,0.079220853,0,0,0,0,0,0,0,0,0,0,0.124644551,0,0,0,0,0.011898292,0.013207547,2
Murphy Bennett Lake Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222523894,0,0.079784189,0,0,0,0,0,0.078061737,0.303381856,0,0.131234414,0,0,0,0,0,0,0,0.019654215,0.030896226,3
Myosotis Lake Trail,0,0,0,0,0,0,0,0,0,0.247621728,0,0,0,0,0,0,0,0.062708117,0,0,0,0,0,0,0,0,0,0,0.013633774,0,0,0,0,0,0,0,0,0,0,0,0,0.108589167,0,0,0.003275703,0.00754717,1
Nassau-Suffolk Greenbelt Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043918735,0.346400731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032355203,0.015805632,0.047169811,2
Nassau-Suffolk Trail  Cold Spring Harbor to Uplands Farm Sanctuary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398926612,0,0,0,0,0,0,0,0.017213894,0,0.003210885,0,0,0,0,0,0,0.031415775,0,0.082331524,0,0,0,0,0,0,0,0.01232428,0.012735849,4
Neilmann Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209632092,0.33275872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279096,0.004245283,4
Neversink River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167283407,0,0,0,0,0,0,0,0.088016364,0.629971161,0,0.166409949,1,0,0,0,0,0,0,0.003701691,0.007783019,3
New Paltz via Wallkill Valley Rail Trail,0,0,0,0.894091166,0,0,0,0,0,0.314124216,0,0,0,0,0,0.223980935,0,0.406800931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006360445,0.029245283,4
New York Botanical Garden,0,0,0,0,0,0,0,0,0,0.212904771,0,0,0,0,0,0,0,0.035831154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001439546,0.004245283,2
Niagara Gorge Rim Trail and Whirlpool Rapids Loop,0,0,0,0,0,0,0,0,0.196522746,0,0.056407679,0,0,0,0,0,0,0,0,0,0,0.312475539,0,0,0,0,0,0,0,0,0,0,0,0,0.183983575,0,0,0,0,0.028386071,0,0,0,0,0.00919547,0.008254717,2
Nicks Lake Loop Trail,0,0,0,0,0,0,0,0,0,0.232900234,0,0,0,0,0,0,0,0.133885569,0,0,0,0,0,0.228497456,0,0.169093367,0,0,0,0,0,0,0,0.115526851,0,0,0,0,0,0,0,0,0,0,0.00528813,0.014622642,2
Nine Corner Lake Trail,0,0,0,0,0,0,0,0,0.029992787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116059887,0.185289264,0,0,0,0,0.011634995,0,0,0,0.221998167,0,0,0,0,0,0,0,0,0,0.004142368,0.004716981,3
Nippletop Pyramid Peak Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041012738,0,0,0,0,0,0,0,0,0,0,0,0,0.476012871,0,0,0,0,0,0,0.101632366,0,0,0,0.231317282,0,0,0,0,0.051794292,0.029716981,0
Nippletop via Bear Den Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059690671,0,0,0,0,0,0,0,0,0,0.162860439,0.215927901,0,0,0,0,0,0,0,0,0.015023657,0.236570038,0,0,0,0,0.069582972,0.030896226,0
Noonmark Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024406075,0,0,0,0,0,0,0,0,0,0,0.297806588,0,0,0,0,0,0,0,0,0,0,0.232485413,0,0,0,0,0.033873408,0.012971698,0
Norman J. Levy Park and Preserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183432662,0.039162516,0,0.089206913,0,0,0,0,0,0,0.053245174,0,0.030160315,0,0,0,0,0,0,0,0.001821467,0.004716981,2
Normans Kill Preserve - West Trail,0,0,0,0,0,0,0,0,0,0.074771405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057321507,0,0,0,0,0,0.158996167,0.071102986,0,0,0,0,0.046995444,0,0,0,0,0.001674574,0.00259434,2
Norrie Point Trail,0,0,0.004312622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168657179,0,0,0,0,0,0,0,0,0.187921608,0.124617619,0,0,0,0.023128576,0,0,0,0,0.005772875,0.011084906,3
North Beacon Mountain and DAR Monument via Casino Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030856362,0.014007303,0,0,0,0,0,0,0,0.025528484,0.015975056,0,0,0.020536315,0,0,0,0,0,0,0.019228227,0.008726415,2
North Country Trail  Coon Run Road to Lean-to,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331379242,0,0,0,0,0.124697752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116829543,0,0,0,0,0,0,0,0,0,0,0,0.004480221,0.006603774,2
North Country Trail  McCarty Hill State Forest to Little Rock City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656985285,0.219266328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02210732,0.022641509,4
North County and Putnam Trailway,0,0,0.031531167,0,0.251364464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016951393,0.073820755,2
North Dome and Sherrill Bushwhack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519544649,0,0,0,0,0,0,0,0,0,0,0.028348311,0,0,0,0,0,0,0,0,0,0,0.0140675,0,0,0,0,0.037384139,0.017216981,4
North Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296710802,0,0,0,0,0,0,0,0,0,0,0.017798642,0,0,0,0,0,0,0.24944413,0,0,0,0.165143513,0,0,0,0,0.011707331,0.007075472,4
North Point & North Mountain Ledge to Stoppel Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402019243,0.143242477,0,0,0,0,0,0,0,0,0,0.102717738,0.149238189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021431614,0.02240566,4
North Point and Pitching Point Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239416407,0,0,0,0,0,0,0,0.025914499,0,0,0.144588389,0,0,0,0,0,0,0,0,0,0,0.190434077,0,0,0,0,0.017392071,0.008962264,2
North Ponds Park Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094051965,0,0.238663547,0,0,0,0,0,0.553503715,0,0,0.055990063,0,0,0,0,0,1,0,0.00019096,0.00259434,3
North Rim Trail and South Rim Trail Loop from Jacksonville Road,0,0,0,0,0,0,0,0.006198529,0,0.121149042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108756557,0,0,0,0,0,0,0,0,0,0,0,0,0.361805901,0,0,0.007271178,0.006839623,1
North Rim and Gorge Loop,0,0,0,0,0,0,0,0,0,0.517674695,0,0,0,0,0,0,0,0.146582185,0,0,0,0,0,0,0,0,0,0,0.036915605,0,0,0,0,0,0,0,0,0,0,0,0,0.068004229,0,0,0.00900451,0.008254717,1
North Rim and South Rim Red Trail Loop,0,0,0,0,0,0,0,0,0,0.390870991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057270025,0,0,0,0,0,0.083041238,0,0,0,0,0,0,0.290425275,0,0,0.01272089,0.0125,1
North Tongue Mountain Range  Five Mile Mountain and Lake George Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258902639,0,0,0,0,0,0,0,0,0,0,0.035944491,0,0,0,0,0,0,0,0,0,0,0.052782151,0,0,0,0.253786817,0.051559264,0.026650943,2
North Woods,0,0,0,0,0,0,0,0,0,0.124052635,0,0,0,0,0,0,0,0.043634489,0,0,0,0,0,0.488782455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010043394,0,0,0,0.096307326,0,0,0.003216946,0.008962264,2
North Woods Nature Preserve Trail,0,0,0.012103549,0.096396499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445071681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001395479,0.002358491,2
Northampton Park Unnamed Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001292654,0.005188679,2
Northville Placid Trail  Lake Durant to Piseco,0,0,0,0,0,0.030250812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377170757,0,0.14109846,0,0,0,0,0,0.149912887,0.339947914,0,0,0,0,0,0,0,0,0,0.057053043,0.1,3
Northville-Placid Trail,0,0,0,0,0,0,0,0,0,0.03716385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024837937,0,0,0,0,0,0.27165393,0.05994887,0,0,0.038606513,0,0,0,0,0,0,0.166737665,0.275707547,2
Northville-Placid Trail along Long Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079134766,0,0.062919333,0,0,0,0,0,0.094616782,0.287656476,0,0.087695094,0,0,0,0,0,0,0,0.025632739,0.048113208,3
Northwest Bay of Lake George Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30796897,0,0.076758742,0,0,0,0,0,0.17670776,0,0,0,0,0,0,0,0,0.033445848,0.059867041,0.012853093,0.023113208,3
Northwest by Northwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012149636,0,0.263395229,0.651158461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006698298,0.021226415,4
Nuclear Lake Loop via Appalachian Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276690091,0,0.093192489,0,0,0,0,0,0.284965146,0.211095034,0,0.226499339,0,0,0,0,0,0,0,0.006110728,0.010141509,3
Nyack Beach to Haverstraw Beach,0,0,0,0.198176998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113808702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012966268,0,0,0,0.027014463,0.006110728,0.023113208,2
Nyack-Havestraw Trail,0,0,0,0,0,0,0,0,0.384874696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744077577,0,0.20434056,0.031561022,0,0,0,0,0.245531077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001248586,0.007783019,5
O'Hara Nature Center to Irvington Reservoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216569715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006154795,0.005896226,2
OK Slip Falls Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266980945,0.107162488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331044709,0,0.245994213,0.014880209,0.015801887,4
Oak Rim  John Young  and Inman Glide Trail,0,0,0.011712374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548170318,0.202306838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017538963,0.020754717,4
Oakley Corners State Forest Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181381161,0,0.095105158,0,0,0,0,0,0.195507046,0.132834648,0,0.063766282,0,0,0,0,0,0,0,0.006933325,0.0125,3
Oatka Creek Park Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200689289,0,0,0.088452093,0,0,0,0,0,0,0,0,0,0,0,0,0.0839737,0,0,0,0,0,0,0,0,0,0,0,0.178593823,0.00331977,0.00754717,2
Old Bethpage Village Restoration Trail,0,0,0,0,0,0.07591626,0,0,0,0,0,0,0,0.307520041,0,0,0.053230758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002981918,0.01745283,2
Old Croton Aqueduct Dam,0,0,0,0,0.127544798,0,0,0,0,0,0.587784855,0,0,0,0,0,0.076417572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008078503,0,0,0.090528158,0,0,0.002409037,0.003301887,2
Old Croton Aqueduct Loop,1,0,0,0,0,0,0,0.356341431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400202415,0,0,0,0,0,0,0,0,0,0,0.338464195,0,0,0,0,0.001439546,0.003066038,0
Old Croton Aqueduct Trail,0,0,0,0,0,0.010097998,0,0,0,0,0.377647148,0,0,0,0,0,0.050954417,0,0.057726623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014217655,0,0,0,0,0.019889243,0.060849057,2
Old Croton Aqueduct Trail  Sleepy Hollow,0,0,0,0,0.022982816,0,0,0,0,0,0.101622653,0,0,0,0,0,0,0,0,0,0,0.050679466,0,0,0,0,0,0,0.019815502,0,0,0,0,0,0,0,0,0,0,0,0,0.134436555,0,0,0.00644858,0.020754717,2
Old Croton Aqueduct Trailway,0,0,0,0,0.106061062,0,0,0,0,0,0.533549996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055309268,0,0,0.00722711,0.015330189,2
Old Erie Canal (DeWitt to Canastota) Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318104756,0,0.176656405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.78499705,0,0,0,0.053587686,0.001101694,0.036556604,0
Old Forge Trail Loop,0,0,0,0,0,0,0,0,0,0.116629295,0,0,0,0,0,0,0,0.164469746,0.112933511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001204518,0.003773585,2
Old Gick Farm and Fox Trails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299968064,0,0.177097269,0.143317701,0,0,0,0,0,0,0,0,0,0,0,0,0.318031881,0,0,0,0,0,0,0,0,0,0,0,0,0.001145761,0.007311321,2
Old Mine Railroad  Charcoal Burners  and 3 Lakes Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264434264,0,0,0,0,0,0,0,0.111146173,0,0,0,0,0,0,0,0.182011445,0.149238476,0,0.145405409,0,0,0,0,0,0,0,0.003848583,0.006132075,3
Old Mineral Springs Trail,0,0,0,0,0,0,0,0.04736201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108480479,0.213508072,0,0,0,0,0,0,0,0,0,0.062465138,0,0,0,0,0.010649705,0.009198113,2
Old Putnam Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114936904,0.158491691,0,0,0,0,0,0,0,0,0,0,0.135713728,0,0,0,0,0,0,0,0,0,0.020195616,0,0,0,0,0.001101694,0.011792453,2
Old Rifle Range Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421787054,0.09927798,0,0,0,0,0,0,0,0,0,0,0.077643424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006933325,0.007311321,4
Old Scarbuck Trail,0,0,0,0,0,0,0,0,0,0.068182792,0,0,0,0,0,0,0,0.301453729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030832333,0.020180788,0,0,0.005454334,0,0,0,0,0,0,0.002497172,0.004009434,4
Old Westbury Gardens,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033372462,0,0,0,1,0,0,0,0,0,0,0,0,0,0.354978119,0,0,0,0,0,0,0,0,0,0,0.000910733,0.002358491,2
On Your Back  Boundary Trail  Blue Mountain Summit Loop,0,0,0,0,0,0,0,0,0,0.011416945,0,0,0,0,0,0,0,0.710000041,0.126171845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047505064,0,0,0,0,0,0,0,0,0,0,0,0.011413546,0.014858491,4
Onatrio Park Yellow Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171803362,0,0.135094335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30913994,0,0,0,0,0.00235028,0.004481132,0
Onondaga Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05928022,0,0.015051607,0,0,0,0,0,0.041792684,0.032629148,0,0.127430558,0,0,0,0,0,0,0,0.048283561,0.034198113,2
Ontario County Park Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431248838,0,0,0,0,0,0,0,0,0,0,0.18643058,0.105747036,0,0,0,0,0,0,0,0,0,0.387285149,0,0,0,0,0.005493779,0.006839623,0
Ontario Pathways Rail Trail  Canandaigua to Phelps Junction,0,0,0,0,0,0,0,0,0,0.093839371,0,0,0,0,0,0,0,0.051353277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060648059,0,0,0.549677754,0,0,0,0,0.01576622,0,0.005097169,0.051415094,2
Onteora Lake Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103237771,0,0.039021236,0,0,0,0,0,0,0.099589562,0,0.212019735,0.01835542,0,0,0,0,0,0,0.008813549,0.017688679,3
Orange Gawk Watch and Yellow Trail Loop,0,0,0.003514947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685085191,0.20469882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006110728,0.006367925,4
Orange Heritage Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593737113,0,0,0.276273829,0,0.26501193,0,0.106656526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625762,0.028773585,2
Orange to White Trail,0.052339557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26416124,1,0,0,0,0,0,0,0,0,0,0.319626038,0,0,0,0,0.007271178,0.003537736,0
Orchard Point via Devil's Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402622304,0.329260172,0,0,0,0,0,0,0,0,0,0.788805702,0,0,0,0,0.024472289,0.005896226,0
Osgood Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651767683,0.447540105,0,0,0,0,0,0,0,0,0,0,0.031882337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010209028,0.006603774,4
Otsiningo Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01687921,0.126114559,0,0,0,0,0,0,0,0,0,0,0,0,0.09739788,0,0,0,0,0,0,0,0,0,0,0.032005933,0.00019096,0.00259434,2
Overcliff Carriage Road to Old Minnewaska Trail to Shongum Path Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030828872,0,0.309588768,0,0,0,0,0,0,0,0,0,0,0.088188399,0,0,0,0,0,0,0,0,0,0,0.111577703,0,0,0,0,0.007990951,0.013207547,4
Overlook Mountain and Echo Lake,0,0,0,0,0,0,0,0,0,0.025171181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291727,0,0,0,0,0.059052485,0,0.076315315,0,0.07601695,0,0,0,0,0,0,0,0.034167193,0.02004717,2
Overlook Mountain via Prediger Road Trailhead,0,0,0,0,0,0,0,0,0,0,0,0,0.099770057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051333467,0.099021525,0,0,0,0,0,0,0,0,0,0.192751338,0,0,0,0,0.053924233,0.043160377,0
Overton Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039252026,0,0,0.180417676,0,0.283854863,0,0.011585923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002644065,0.009198113,2
Owen Pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178809374,0,0.036678715,0,0,0,0,0,0,0.200482815,0,0,0.019622072,0,0.049785793,0,0,0,0,0.001483614,0.003066038,3
Owl's Head,0,0,0,0,0,0,0,0,0,0.046875397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005085576,0,0,0,0,0,0.018880854,0,0,0,0,0,0,0,0,0.008523621,0.024466877,0.010209028,0.006839623,2
Owl's Head Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119205556,0,0,0,0,0,0,0,0,0,0,0.099068945,0.146512262,0,0,0,0,0,0,0,0,0,0.224647756,0,0,0,0,0.022503929,0.014858491,0
